Cliente	Fim de Mês	Data	Código
Pedro	31/05/2077	01/06/2077	485115
Pedro	30/06/2077	01/07/2077	582645
Pedro	31/07/2077	01/08/2077	916460
Pedro	31/08/2077	01/09/2077	966511
Pedro	30/09/2077	01/10/2077	141157
Pedro	31/10/2077	01/11/2077	701890
Pedro	30/11/2077	01/12/2077	650512
Pedro	31/12/2077	01/01/2078	507512
Pedro	31/01/2078	01/02/2078	735321
Pedro	28/02/2078	01/03/2078	697518
Pedro	31/03/2078	01/04/2078	766484
Pedro	30/04/2078	01/05/2078	146190
Pedro	31/05/2078	01/06/2078	804574
Pedro	30/06/2078	01/07/2078	744617
Pedro	31/07/2078	01/08/2078	580298
Pedro	31/08/2078	01/09/2078	926872
Pedro	30/09/2078	01/10/2078	449268
Pedro	31/10/2078	01/11/2078	346529
Pedro	30/11/2078	01/12/2078	980194
Pedro	31/12/2078	01/01/2079	598899
Pedro	31/01/2079	01/02/2079	323516
Pedro	28/02/2079	01/03/2079	307164
Pedro	31/03/2079	01/04/2079	131353
Pedro	30/04/2079	01/05/2079	494819
Pedro	31/05/2079	01/06/2079	236778
Pedro	30/06/2079	01/07/2079	534186
Pedro	31/07/2079	01/08/2079	309133
Pedro	31/08/2079	01/09/2079	591585
Pedro	30/09/2079	01/10/2079	959618
Pedro	31/10/2079	01/11/2079	635298
Pedro	30/11/2079	01/12/2079	185097
Pedro	31/12/2079	01/01/2080	658214
Pedro	31/01/2080	01/02/2080	903620
Pedro	29/02/2080	01/03/2080	697204
Pedro	31/03/2080	01/04/2080	468774
Pedro	30/04/2080	01/05/2080	592312
Pedro	31/05/2080	01/06/2080	115035
Pedro	30/06/2080	01/07/2080	174154
Pedro	31/07/2080	01/08/2080	374433
Pedro	31/08/2080	01/09/2080	850964
Pedro	30/09/2080	01/10/2080	232486
Pedro	31/10/2080	01/11/2080	575971
Pedro	30/11/2080	01/12/2080	250090
Pedro	31/12/2080	01/01/2081	671293
Pedro	31/01/2081	01/02/2081	177937
Pedro	28/02/2081	01/03/2081	416233
Pedro	31/03/2081	01/04/2081	739745
Pedro	30/04/2081	01/05/2081	228687
Pedro	31/05/2081	01/06/2081	381984
Pedro	30/06/2081	01/07/2081	320627
Pedro	31/07/2081	01/08/2081	296186
Pedro	31/08/2081	01/09/2081	600242
Pedro	30/09/2081	01/10/2081	614749
Pedro	31/10/2081	01/11/2081	245598
Pedro	30/11/2081	01/12/2081	776915
Pedro	31/12/2081	01/01/2082	491820
Pedro	31/01/2082	01/02/2082	659971
Pedro	28/02/2082	01/03/2082	417826
Pedro	31/03/2082	01/04/2082	449616
Pedro	30/04/2082	01/05/2082	500609
Pedro	31/05/2082	01/06/2082	769298
Pedro	30/06/2082	01/07/2082	340602
Pedro	31/07/2082	01/08/2082	288106
Pedro	31/08/2082	01/09/2082	363543
Pedro	30/09/2082	01/10/2082	106441
Pedro	31/10/2082	01/11/2082	631281
Pedro	30/11/2082	01/12/2082	199145
Pedro	31/12/2082	01/01/2083	931978
Pedro	31/01/2083	01/02/2083	114560
Pedro	28/02/2083	01/03/2083	851025
Pedro	31/03/2083	01/04/2083	454904
Pedro	30/04/2083	01/05/2083	572597
Pedro	31/05/2083	01/06/2083	987009
Pedro	30/06/2083	01/07/2083	973335
Pedro	31/07/2083	01/08/2083	144620
Pedro	31/08/2083	01/09/2083	329667
Pedro	30/09/2083	01/10/2083	662399
Pedro	31/10/2083	01/11/2083	364578
Pedro	30/11/2083	01/12/2083	776677
Pedro	31/12/2083	01/01/2084	627174
Pedro	31/01/2084	01/02/2084	367318
Pedro	29/02/2084	01/03/2084	951933
Pedro	31/03/2084	01/04/2084	210398
Pedro	30/04/2084	01/05/2084	742828
Pedro	31/05/2084	01/06/2084	864880
Pedro	30/06/2084	01/07/2084	139303
Pedro	31/07/2084	01/08/2084	503407
Pedro	31/08/2084	01/09/2084	479211
Pedro	30/09/2084	01/10/2084	750205
Pedro	31/10/2084	01/11/2084	600031
Pedro	30/11/2084	01/12/2084	964274
Pedro	31/12/2084	01/01/2085	258311
Pedro	31/01/2085	01/02/2085	877707
Pedro	28/02/2085	01/03/2085	962415
Pedro	31/03/2085	01/04/2085	837196
Pedro	30/04/2085	01/05/2085	365904
Pedro	31/05/2085	01/06/2085	773397
Pedro	30/06/2085	01/07/2085	781461
Pedro	31/07/2085	01/08/2085	616506
Pedro	31/08/2085	01/09/2085	178336
Pedro	30/09/2085	01/10/2085	449077
Pedro	31/10/2085	01/11/2085	813984
Pedro	30/11/2085	01/12/2085	613051
Pedro	31/12/2085	01/01/2086	963948
Pedro	31/01/2086	01/02/2086	272619
Pedro	28/02/2086	01/03/2086	197170
Pedro	31/03/2086	01/04/2086	841791
Pedro	30/04/2086	01/05/2086	712998
Pedro	31/05/2086	01/06/2086	630402
Pedro	30/06/2086	01/07/2086	154772
Pedro	31/07/2086	01/08/2086	248406
Pedro	31/08/2086	01/09/2086	889040
Pedro	30/09/2086	01/10/2086	121255
Pedro	31/10/2086	01/11/2086	851788
Pedro	30/11/2086	01/12/2086	815125
Pedro	31/12/2086	01/01/2087	957919
Pedro	31/01/2087	01/02/2087	284827
Pedro	28/02/2087	01/03/2087	412216
Pedro	31/03/2087	01/04/2087	219067
Pedro	30/04/2087	01/05/2087	836004
Pedro	31/05/2087	01/06/2087	393605
Pedro	30/06/2087	01/07/2087	365710
Pedro	31/07/2087	01/08/2087	471217
Pedro	31/08/2087	01/09/2087	233174
Pedro	30/09/2087	01/10/2087	405976
Pedro	31/10/2087	01/11/2087	964705
Pedro	30/11/2087	01/12/2087	435502
Pedro	31/12/2087	01/01/2088	837955
Pedro	31/01/2088	01/02/2088	184613
Pedro	29/02/2088	01/03/2088	803090
Pedro	31/03/2088	01/04/2088	540884
Pedro	30/04/2088	01/05/2088	396376
Pedro	31/05/2088	01/06/2088	674420
Pedro	30/06/2088	01/07/2088	376585
Pedro	31/07/2088	01/08/2088	243103
Pedro	31/08/2088	01/09/2088	845734
Pedro	30/09/2088	01/10/2088	541658
Pedro	31/10/2088	01/11/2088	625862
Pedro	30/11/2088	01/12/2088	542263
Pedro	31/12/2088	01/01/2089	748819
Pedro	31/01/2089	01/02/2089	907816
Pedro	28/02/2089	01/03/2089	949626
Pedro	31/03/2089	01/04/2089	161273
Pedro	30/04/2089	01/05/2089	136371
Pedro	31/05/2089	01/06/2089	854866
Pedro	30/06/2089	01/07/2089	606810
Pedro	31/07/2089	01/08/2089	824029
Pedro	31/08/2089	01/09/2089	144353
Pedro	30/09/2089	01/10/2089	923768
Pedro	31/10/2089	01/11/2089	312868
Pedro	30/11/2089	01/12/2089	743003
Pedro	31/12/2089	01/01/2090	916322
Pedro	31/01/2090	01/02/2090	461537
Pedro	28/02/2090	01/03/2090	677972
Pedro	31/03/2090	01/04/2090	296173
Pedro	30/04/2090	01/05/2090	519790
Pedro	31/05/2090	01/06/2090	799221
Pedro	30/06/2090	01/07/2090	280460
Pedro	31/07/2090	01/08/2090	425229
Pedro	31/08/2090	01/09/2090	116445
Pedro	30/09/2090	01/10/2090	709139
Pedro	31/10/2090	01/11/2090	459884
Pedro	30/11/2090	01/12/2090	944983
Pedro	31/12/2090	01/01/2091	309079
Pedro	31/01/2091	01/02/2091	527238
Pedro	28/02/2091	01/03/2091	983201
Pedro	31/03/2091	01/04/2091	629922
Pedro	30/04/2091	01/05/2091	579546
Pedro	31/05/2091	01/06/2091	282481
Pedro	30/06/2091	01/07/2091	141900
Pedro	31/07/2091	01/08/2091	820132
Pedro	31/08/2091	01/09/2091	631273
Pedro	30/09/2091	01/10/2091	365756
Pedro	31/10/2091	01/11/2091	991495
Pedro	30/11/2091	01/12/2091	619794
Pedro	31/12/2091	01/01/2092	252606
Pedro	31/01/2092	01/02/2092	241266
Pedro	29/02/2092	01/03/2092	774406
Pedro	31/03/2092	01/04/2092	949135
Pedro	30/04/2092	01/05/2092	248822
Pedro	31/05/2092	01/06/2092	520901
Pedro	30/06/2092	01/07/2092	519194
Pedro	31/07/2092	01/08/2092	526834
Pedro	31/08/2092	01/09/2092	101747
Pedro	30/09/2092	01/10/2092	399286
Pedro	31/10/2092	01/11/2092	622288
Pedro	30/11/2092	01/12/2092	321619
Pedro	31/12/2092	01/01/2093	839932
Pedro	31/01/2093	01/02/2093	885819
Pedro	28/02/2093	01/03/2093	492317
Pedro	31/03/2093	01/04/2093	690437
Pedro	30/04/2093	01/05/2093	429941
Pedro	31/05/2093	01/06/2093	962154
Pedro	30/06/2093	01/07/2093	621274
Pedro	31/07/2093	01/08/2093	487260
Pedro	31/08/2093	01/09/2093	165081
Pedro	30/09/2093	01/10/2093	149764
Pedro	31/10/2093	01/11/2093	959509
Pedro	30/11/2093	01/12/2093	100989
Pedro	31/12/2093	01/01/2094	352400
Pedro	31/01/2094	01/02/2094	855404
Pedro	28/02/2094	01/03/2094	116348
Pedro	31/03/2094	01/04/2094	404670
Pedro	30/04/2094	01/05/2094	292886
Pedro	31/05/2094	01/06/2094	775896
Pedro	30/06/2094	01/07/2094	952633
Pedro	31/07/2094	01/08/2094	647529
Pedro	31/08/2094	01/09/2094	211237
Pedro	30/09/2094	01/10/2094	148329
Pedro	31/10/2094	01/11/2094	405285
Pedro	30/11/2094	01/12/2094	886442
Pedro	31/12/2094	01/01/2095	869430
Pedro	31/01/2095	01/02/2095	907165
Pedro	28/02/2095	01/03/2095	990062
Pedro	31/03/2095	01/04/2095	854833
Pedro	30/04/2095	01/05/2095	826355
Pedro	31/05/2095	01/06/2095	323231
Pedro	30/06/2095	01/07/2095	153522
Pedro	31/07/2095	01/08/2095	553834
Pedro	31/08/2095	01/09/2095	117775
Pedro	30/09/2095	01/10/2095	884401
Pedro	31/10/2095	01/11/2095	250323
Pedro	30/11/2095	01/12/2095	706226
Pedro	31/12/2095	01/01/2096	857692
Pedro	31/01/2096	01/02/2096	688307
Pedro	29/02/2096	01/03/2096	766761
Pedro	31/03/2096	01/04/2096	502028
Pedro	30/04/2096	01/05/2096	139464
Pedro	31/05/2096	01/06/2096	186365
Pedro	30/06/2096	01/07/2096	244115
Pedro	31/07/2096	01/08/2096	809724
Pedro	31/08/2096	01/09/2096	742654
Pedro	30/09/2096	01/10/2096	854797
Pedro	31/10/2096	01/11/2096	756531
Pedro	30/11/2096	01/12/2096	928858
Pedro	31/12/2096	01/01/2097	116680
Pedro	31/01/2097	01/02/2097	178891
Pedro	28/02/2097	01/03/2097	194975
Pedro	31/03/2097	01/04/2097	630631
Pedro	30/04/2097	01/05/2097	999291
Pedro	31/05/2097	01/06/2097	731086
Pedro	30/06/2097	01/07/2097	739842
Pedro	31/07/2097	01/08/2097	218413
Pedro	31/08/2097	01/09/2097	670916
Pedro	30/09/2097	01/10/2097	264600
Pedro	31/10/2097	01/11/2097	271124
Pedro	30/11/2097	01/12/2097	325059
Pedro	31/12/2097	01/01/2098	796588
Pedro	31/01/2098	01/02/2098	121661
Pedro	28/02/2098	01/03/2098	191299
Pedro	31/03/2098	01/04/2098	299795
Pedro	30/04/2098	01/05/2098	148892
Pedro	31/05/2098	01/06/2098	266341
Pedro	30/06/2098	01/07/2098	993505
Pedro	31/07/2098	01/08/2098	985823
Pedro	31/08/2098	01/09/2098	640214
Pedro	30/09/2098	01/10/2098	387465
Pedro	31/10/2098	01/11/2098	942728
Pedro	30/11/2098	01/12/2098	801618
Pedro	31/12/2098	01/01/2099	511192
Pedro	31/01/2099	01/02/2099	110641
Pedro	28/02/2099	01/03/2099	658508
Pedro	31/03/2099	01/04/2099	709945
Pedro	30/04/2099	01/05/2099	328679
Pedro	31/05/2099	01/06/2099	750910
Pedro	30/06/2099	01/07/2099	338766
Pedro	31/07/2099	01/08/2099	682332
Pedro	31/08/2099	01/09/2099	722155
Pedro	30/09/2099	01/10/2099	728620
Pedro	31/10/2099	01/11/2099	692175
Pedro	30/11/2099	01/12/2099	772059
Pedro	31/12/2099	01/01/2100	365771
Pedro	31/01/2100	01/02/2100	548676
Pedro	28/02/2100	01/03/2100	168984
Pedro	31/03/2100	01/04/2100	797529
Pedro	30/04/2100	01/05/2100	628755
Pedro	31/05/2100	01/06/2100	319291
Pedro	30/06/2100	01/07/2100	660976
Pedro	31/07/2100	01/08/2100	442655
Pedro	31/08/2100	01/09/2100	695779
Pedro	30/09/2100	01/10/2100	732213
Pedro	31/10/2100	01/11/2100	499583
Pedro	30/11/2100	01/12/2100	982060
Pedro	31/12/2100	01/01/2101	515961
Pedro	31/01/2101	01/02/2101	729327
Pedro	28/02/2101	01/03/2101	828065
Pedro	31/03/2101	01/04/2101	973998
Pedro	30/04/2101	01/05/2101	660411
Pedro	31/05/2101	01/06/2101	360029
Pedro	30/06/2101	01/07/2101	635138
Pedro	31/07/2101	01/08/2101	484359
Pedro	31/08/2101	01/09/2101	768672
Pedro	30/09/2101	01/10/2101	309615
Pedro	31/10/2101	01/11/2101	225343
Pedro	30/11/2101	01/12/2101	462312
Pedro	31/12/2101	01/01/2102	179557
Pedro	31/01/2102	01/02/2102	242139
Pedro	28/02/2102	01/03/2102	521268
Pedro	31/03/2102	01/04/2102	778542
Pedro	30/04/2102	01/05/2102	322650
Pedro	31/05/2102	01/06/2102	505876
Pedro	30/06/2102	01/07/2102	172107
Pedro	31/07/2102	01/08/2102	947402
Pedro	31/08/2102	01/09/2102	385493
Pedro	30/09/2102	01/10/2102	522934
Pedro	31/10/2102	01/11/2102	426751
Pedro	30/11/2102	01/12/2102	865567
Pedro	31/12/2102	01/01/2103	474383
Pedro	31/01/2103	01/02/2103	188371
Pedro	28/02/2103	01/03/2103	410695
Pedro	31/03/2103	01/04/2103	558876
Pedro	30/04/2103	01/05/2103	414407
Pedro	31/05/2103	01/06/2103	185255
Pedro	30/06/2103	01/07/2103	835598
Pedro	31/07/2103	01/08/2103	732459
Pedro	31/08/2103	01/09/2103	605574
Pedro	30/09/2103	01/10/2103	413533
Pedro	31/10/2103	01/11/2103	476206
Pedro	30/11/2103	01/12/2103	321221
Pedro	31/12/2103	01/01/2104	576031
Pedro	31/01/2104	01/02/2104	930630
Pedro	29/02/2104	01/03/2104	681838
Pedro	31/03/2104	01/04/2104	734819
Pedro	30/04/2104	01/05/2104	689016
Pedro	31/05/2104	01/06/2104	911516
Pedro	30/06/2104	01/07/2104	341162
Pedro	31/07/2104	01/08/2104	945569
Pedro	31/08/2104	01/09/2104	339974
Pedro	30/09/2104	01/10/2104	982129
Pedro	31/10/2104	01/11/2104	871731
Pedro	30/11/2104	01/12/2104	234737
Pedro	31/12/2104	01/01/2105	473600
Pedro	31/01/2105	01/02/2105	639158
Pedro	28/02/2105	01/03/2105	861677
Pedro	31/03/2105	01/04/2105	690410
Pedro	30/04/2105	01/05/2105	377988
Pedro	31/05/2105	01/06/2105	337102
Pedro	30/06/2105	01/07/2105	797049
Pedro	31/07/2105	01/08/2105	456182
Pedro	31/08/2105	01/09/2105	638948
Pedro	30/09/2105	01/10/2105	496577
Pedro	31/10/2105	01/11/2105	317924
Pedro	30/11/2105	01/12/2105	722204
Pedro	31/12/2105	01/01/2106	204068
Pedro	31/01/2106	01/02/2106	692162
Pedro	28/02/2106	01/03/2106	780058
Pedro	31/03/2106	01/04/2106	885649
Pedro	30/04/2106	01/05/2106	770380
Pedro	31/05/2106	01/06/2106	230332
Pedro	30/06/2106	01/07/2106	460698
Pedro	31/07/2106	01/08/2106	834136
Pedro	31/08/2106	01/09/2106	588050
Pedro	30/09/2106	01/10/2106	136398
Pedro	31/10/2106	01/11/2106	579299
Pedro	30/11/2106	01/12/2106	437759
Pedro	31/12/2106	01/01/2107	636675
Pedro	31/01/2107	01/02/2107	515667
Pedro	28/02/2107	01/03/2107	795341
Pedro	31/03/2107	01/04/2107	890677
Pedro	30/04/2107	01/05/2107	687004
Pedro	31/05/2107	01/06/2107	500420
Pedro	30/06/2107	01/07/2107	343197
Pedro	31/07/2107	01/08/2107	627909
Pedro	31/08/2107	01/09/2107	426109
Pedro	30/09/2107	01/10/2107	918544
Pedro	31/10/2107	01/11/2107	776146
Pedro	30/11/2107	01/12/2107	673343
Pedro	31/12/2107	01/01/2108	615571
Pedro	31/01/2108	01/02/2108	170991
Pedro	29/02/2108	01/03/2108	877309
Pedro	31/03/2108	01/04/2108	165770
Pedro	30/04/2108	01/05/2108	555347
Pedro	31/05/2108	01/06/2108	459831
Pedro	30/06/2108	01/07/2108	383788
Pedro	31/07/2108	01/08/2108	804451
Pedro	31/08/2108	01/09/2108	737232
Pedro	30/09/2108	01/10/2108	618079
Pedro	31/10/2108	01/11/2108	157312
Pedro	30/11/2108	01/12/2108	867457
Pedro	31/12/2108	01/01/2109	575733
Pedro	31/01/2109	01/02/2109	835495
Pedro	28/02/2109	01/03/2109	254368
Pedro	31/03/2109	01/04/2109	493994
Pedro	30/04/2109	01/05/2109	404387
Pedro	31/05/2109	01/06/2109	787146
Pedro	30/06/2109	01/07/2109	896876
Pedro	31/07/2109	01/08/2109	934537
Pedro	31/08/2109	01/09/2109	841845
Pedro	30/09/2109	01/10/2109	267349
Pedro	31/10/2109	01/11/2109	238814
Pedro	30/11/2109	01/12/2109	997484
Pedro	31/12/2109	01/01/2110	325148
Pedro	31/01/2110	01/02/2110	936210
Pedro	28/02/2110	01/03/2110	220987
Pedro	31/03/2110	01/04/2110	444021
Pedro	30/04/2110	01/05/2110	278031
Pedro	31/05/2110	01/06/2110	234831
Pedro	30/06/2110	01/07/2110	827569
Pedro	31/07/2110	01/08/2110	890971
Pedro	31/08/2110	01/09/2110	544021
Pedro	30/09/2110	01/10/2110	842297
Pedro	31/10/2110	01/11/2110	796874
Pedro	30/11/2110	01/12/2110	306059
Pedro	31/12/2110	01/01/2111	628878
Pedro	31/01/2111	01/02/2111	481442
Pedro	28/02/2111	01/03/2111	595702
Pedro	31/03/2111	01/04/2111	433866
Pedro	30/04/2111	01/05/2111	850580
Pedro	31/05/2111	01/06/2111	469660
Pedro	30/06/2111	01/07/2111	990383
Pedro	31/07/2111	01/08/2111	102481
Pedro	31/08/2111	01/09/2111	594300
Pedro	30/09/2111	01/10/2111	330773
Pedro	31/10/2111	01/11/2111	561717
Pedro	30/11/2111	01/12/2111	589211
Pedro	31/12/2111	01/01/2112	794013
Pedro	31/01/2112	01/02/2112	374351
Pedro	29/02/2112	01/03/2112	488809
Pedro	31/03/2112	01/04/2112	481346
Pedro	30/04/2112	01/05/2112	115689
Pedro	31/05/2112	01/06/2112	200787
Pedro	30/06/2112	01/07/2112	483620
Pedro	31/07/2112	01/08/2112	472760
Pedro	31/08/2112	01/09/2112	831184
Pedro	30/09/2112	01/10/2112	936671
Pedro	31/10/2112	01/11/2112	644215
Pedro	30/11/2112	01/12/2112	470318
Pedro	31/12/2112	01/01/2113	687918
Pedro	31/01/2113	01/02/2113	653467
Pedro	28/02/2113	01/03/2113	912003
Pedro	31/03/2113	01/04/2113	928088
Pedro	30/04/2113	01/05/2113	574907
Pedro	31/05/2113	01/06/2113	523004
Pedro	30/06/2113	01/07/2113	400395
Pedro	31/07/2113	01/08/2113	326045
Pedro	31/08/2113	01/09/2113	218695
Pedro	30/09/2113	01/10/2113	957916
Pedro	31/10/2113	01/11/2113	627854
Pedro	30/11/2113	01/12/2113	910769
Pedro	31/12/2113	01/01/2114	120412
Pedro	31/01/2114	01/02/2114	238280
Pedro	28/02/2114	01/03/2114	999999
Pedro	31/03/2114	01/04/2114	555304
Pedro	30/04/2114	01/05/2114	221870
Pedro	31/05/2114	01/06/2114	424640
Pedro	30/06/2114	01/07/2114	810943
Pedro	31/07/2114	01/08/2114	263091
Pedro	31/08/2114	01/09/2114	448651
Pedro	30/09/2114	01/10/2114	896738
Pedro	31/10/2114	01/11/2114	586544
Pedro	30/11/2114	01/12/2114	212752
Pedro	31/12/2114	01/01/2115	386267
Pedro	31/01/2115	01/02/2115	539663
Pedro	28/02/2115	01/03/2115	434144
Pedro	31/03/2115	01/04/2115	462123
Pedro	30/04/2115	01/05/2115	162580
Pedro	31/05/2115	01/06/2115	197925
Pedro	30/06/2115	01/07/2115	689536
Pedro	31/07/2115	01/08/2115	223553
Pedro	31/08/2115	01/09/2115	866292
Pedro	30/09/2115	01/10/2115	436817
Pedro	31/10/2115	01/11/2115	501773
Pedro	30/11/2115	01/12/2115	551036
Pedro	31/12/2115	01/01/2116	803458
Pedro	31/01/2116	01/02/2116	703798
Pedro	29/02/2116	01/03/2116	131017
Pedro	31/03/2116	01/04/2116	830069
Pedro	30/04/2116	01/05/2116	673776
Pedro	31/05/2116	01/06/2116	259208
Pedro	30/06/2116	01/07/2116	353619
Pedro	31/07/2116	01/08/2116	816166
Pedro	31/08/2116	01/09/2116	319704
Pedro	30/09/2116	01/10/2116	557746
Pedro	31/10/2116	01/11/2116	973166
Pedro	30/11/2116	01/12/2116	408862
Pedro	31/12/2116	01/01/2117	837854
Pedro	31/01/2117	01/02/2117	276890
Pedro	28/02/2117	01/03/2117	757128
Pedro	31/03/2117	01/04/2117	901808
Pedro	30/04/2117	01/05/2117	318647
Pedro	31/05/2117	01/06/2117	429995
Pedro	30/06/2117	01/07/2117	592090
Pedro	31/07/2117	01/08/2117	741058
Pedro	31/08/2117	01/09/2117	481187
Pedro	30/09/2117	01/10/2117	663169
Pedro	31/10/2117	01/11/2117	192235
Pedro	30/11/2117	01/12/2117	703518
Pedro	31/12/2117	01/01/2118	902461
Pedro	31/01/2118	01/02/2118	316636
Pedro	28/02/2118	01/03/2118	957236
Pedro	31/03/2118	01/04/2118	708346
Pedro	30/04/2118	01/05/2118	250783
Pedro	31/05/2118	01/06/2118	793851
Pedro	30/06/2118	01/07/2118	779737
Pedro	31/07/2118	01/08/2118	221609
Pedro	31/08/2118	01/09/2118	119790
Pedro	30/09/2118	01/10/2118	647340
Pedro	31/10/2118	01/11/2118	765407
Pedro	30/11/2118	01/12/2118	994526
Pedro	31/12/2118	01/01/2119	624642
Pedro	31/01/2119	01/02/2119	725755
Pedro	28/02/2119	01/03/2119	539001
Pedro	31/03/2119	01/04/2119	706633
Pedro	30/04/2119	01/05/2119	281406
Pedro	31/05/2119	01/06/2119	199579
Pedro	30/06/2119	01/07/2119	520072
Pedro	31/07/2119	01/08/2119	427140
Pedro	31/08/2119	01/09/2119	166648
Pedro	30/09/2119	01/10/2119	416874
Pedro	31/10/2119	01/11/2119	503431
Pedro	30/11/2119	01/12/2119	328600
Pedro	31/12/2119	01/01/2120	509840
Pedro	31/01/2120	01/02/2120	775151
Pedro	29/02/2120	01/03/2120	187527
Pedro	31/03/2120	01/04/2120	917895
Pedro	30/04/2120	01/05/2120	123316
Pedro	31/05/2120	01/06/2120	539483
Pedro	30/06/2120	01/07/2120	375715
Pedro	31/07/2120	01/08/2120	359781
Pedro	31/08/2120	01/09/2120	600739
Pedro	30/09/2120	01/10/2120	533497
Pedro	31/10/2120	01/11/2120	731909
Pedro	30/11/2120	01/12/2120	715411
Pedro	31/12/2120	01/01/2121	545429
Pedro	31/01/2121	01/02/2121	454310
Pedro	28/02/2121	01/03/2121	236717
Pedro	31/03/2121	01/04/2121	133674
Pedro	30/04/2121	01/05/2121	800284
Pedro	31/05/2121	01/06/2121	624527
Pedro	30/06/2121	01/07/2121	249539
Pedro	31/07/2121	01/08/2121	677502
Pedro	31/08/2121	01/09/2121	284982
Pedro	30/09/2121	01/10/2121	438838
Pedro	31/10/2121	01/11/2121	124077
Pedro	30/11/2121	01/12/2121	759471
Pedro	31/12/2121	01/01/2122	990967
Pedro	31/01/2122	01/02/2122	519518
Pedro	28/02/2122	01/03/2122	731240
Pedro	31/03/2122	01/04/2122	194999
Pedro	30/04/2122	01/05/2122	852254
Pedro	31/05/2122	01/06/2122	117608
Pedro	30/06/2122	01/07/2122	228026
Pedro	31/07/2122	01/08/2122	218005
Pedro	31/08/2122	01/09/2122	480977
Pedro	30/09/2122	01/10/2122	881653
Pedro	31/10/2122	01/11/2122	731071
Pedro	30/11/2122	01/12/2122	787092
Pedro	31/12/2122	01/01/2123	856740
Pedro	31/01/2123	01/02/2123	154444
Pedro	28/02/2123	01/03/2123	572469
Pedro	31/03/2123	01/04/2123	815214
Pedro	30/04/2123	01/05/2123	931207
Pedro	31/05/2123	01/06/2123	795346
Pedro	30/06/2123	01/07/2123	180805
Pedro	31/07/2123	01/08/2123	396563
Pedro	31/08/2123	01/09/2123	140782
Pedro	30/09/2123	01/10/2123	598110
Pedro	31/10/2123	01/11/2123	276266
Pedro	30/11/2123	01/12/2123	242997
Pedro	31/12/2123	01/01/2124	612027
Pedro	31/01/2124	01/02/2124	348736
Pedro	29/02/2124	01/03/2124	277945
Pedro	31/03/2124	01/04/2124	207366
Pedro	30/04/2124	01/05/2124	405081
Pedro	31/05/2124	01/06/2124	958721
Pedro	30/06/2124	01/07/2124	474722
Pedro	31/07/2124	01/08/2124	492630
Pedro	31/08/2124	01/09/2124	884720
Pedro	30/09/2124	01/10/2124	777541
Pedro	31/10/2124	01/11/2124	209841
Pedro	30/11/2124	01/12/2124	837622
Pedro	31/12/2124	01/01/2125	841901
Pedro	31/01/2125	01/02/2125	724626
Pedro	28/02/2125	01/03/2125	790000
Pedro	31/03/2125	01/04/2125	543035
Pedro	30/04/2125	01/05/2125	567621
Pedro	31/05/2125	01/06/2125	303171
Pedro	30/06/2125	01/07/2125	880477
Pedro	31/07/2125	01/08/2125	800157
Pedro	31/08/2125	01/09/2125	266031
Pedro	30/09/2125	01/10/2125	357096
Pedro	31/10/2125	01/11/2125	764601
Pedro	30/11/2125	01/12/2125	381048
Pedro	31/12/2125	01/01/2126	936618
Pedro	31/01/2126	01/02/2126	159595
Pedro	28/02/2126	01/03/2126	311796
Pedro	31/03/2126	01/04/2126	917578
Pedro	30/04/2126	01/05/2126	876058
Pedro	31/05/2126	01/06/2126	526705
Pedro	30/06/2126	01/07/2126	152531
Pedro	31/07/2126	01/08/2126	208546
Pedro	31/08/2126	01/09/2126	178781
Pedro	30/09/2126	01/10/2126	411024
Pedro	31/10/2126	01/11/2126	469366
Pedro	30/11/2126	01/12/2126	804176
Pedro	31/12/2126	01/01/2127	489604
Pedro	31/01/2127	01/02/2127	680367
Pedro	28/02/2127	01/03/2127	147436
Pedro	31/03/2127	01/04/2127	613069
Pedro	30/04/2127	01/05/2127	609540
Pedro	31/05/2127	01/06/2127	588382
Pedro	30/06/2127	01/07/2127	926204
Pedro	31/07/2127	01/08/2127	856612
Pedro	31/08/2127	01/09/2127	367893
Pedro	30/09/2127	01/10/2127	454423
Pedro	31/10/2127	01/11/2127	715816
Pedro	30/11/2127	01/12/2127	520679
Pedro	31/12/2127	01/01/2128	429400
Pedro	31/01/2128	01/02/2128	610104
Pedro	29/02/2128	01/03/2128	348879
Pedro	31/03/2128	01/04/2128	884962
Pedro	30/04/2128	01/05/2128	348105
Pedro	31/05/2128	01/06/2128	748765
Pedro	30/06/2128	01/07/2128	633477
Pedro	31/07/2128	01/08/2128	484629
Pedro	31/08/2128	01/09/2128	551840
Pedro	30/09/2128	01/10/2128	212354
Pedro	31/10/2128	01/11/2128	402046
Pedro	30/11/2128	01/12/2128	882766
Pedro	31/12/2128	01/01/2129	365736
Pedro	31/01/2129	01/02/2129	765903
Pedro	28/02/2129	01/03/2129	522552
Pedro	31/03/2129	01/04/2129	250927
Pedro	30/04/2129	01/05/2129	715145
Pedro	31/05/2129	01/06/2129	229738
Pedro	30/06/2129	01/07/2129	458324
Pedro	31/07/2129	01/08/2129	120516
Pedro	31/08/2129	01/09/2129	937587
Pedro	30/09/2129	01/10/2129	152158
Pedro	31/10/2129	01/11/2129	487619
Pedro	30/11/2129	01/12/2129	662425
Pedro	31/12/2129	01/01/2130	129336
Pedro	31/01/2130	01/02/2130	880748
Pedro	28/02/2130	01/03/2130	352246
Pedro	31/03/2130	01/04/2130	589353
